"phenomenon_time";"id_aq_legal_station";"c6h6";"co";"no";"no2";"o3";"nox"
"2019-07-22 10:15:00";38;NULL;"0.26";"20.71";"51.36";"52.39";NULL
"2019-07-22 10:30:00";38;NULL;"0.16";"5.99";"28.25";"73.78";NULL
"2019-07-22 10:45:00";38;NULL;"0.22";"9.09";"34.44";"72.52";NULL
"2019-07-22 11:15:00";38;NULL;"0.21";"7";"31.42";"74.56";NULL
"2019-07-22 11:30:00";38;NULL;"0.21";"10.57";"29.85";"79.63";NULL
"2019-07-22 11:45:00";38;NULL;"0.21";"4.71";"27.61";"85.62";NULL
"2019-07-22 12:15:00";38;NULL;"0.26";"9.49";"38.35";"84.3";NULL
"2019-07-22 12:30:00";38;NULL;"0.2";"7.18";"32.01";"89.64";NULL
"2019-07-22 12:45:00";38;NULL;"0.23";"18.21";"60.41";"75.37";NULL
"2019-07-22 13:00:00";38;NULL;"0.14";"5.24";"26.27";"96.49";NULL
"2019-07-22 13:15:00";38;NULL;"0.19";"5.49";"33.01";"94.23";NULL
"2019-07-22 13:30:00";38;NULL;"0.22";"8.41";"37.09";"93.74";NULL
"2019-07-22 13:45:00";38;NULL;"0.17";"22.34";"48.42";"88";NULL
"2019-07-22 14:15:00";38;NULL;"0.28";"20.96";"44.54";"96.71";NULL
"2019-07-22 14:30:00";38;NULL;"0.19";"6.67";"31.53";"100.86";NULL
"2019-07-22 14:45:00";38;NULL;"0.22";"7.23";"35.8";"100.24";NULL
"2019-07-22 15:15:00";38;NULL;"0.23";"6.03";"29.4";"103.15";NULL
"2019-07-22 15:30:00";38;NULL;"0.26";"8.65";"33.8";"97.19";NULL
"2019-07-22 16:15:00";38;NULL;"0.12";"8.14";"44.25";"100.47";NULL
"2019-07-22 16:30:00";38;NULL;"0.11";"5.35";"27.94";"106.57";NULL
"2019-07-22 00:30:00";38;NULL;"0.22";"1.52";"22.06";"72.87";NULL
"2019-07-22 16:45:00";38;NULL;"0.11";"3.56";"25.14";"105.2";NULL
"2019-07-22 17:15:00";38;NULL;"0.14";"11.08";"60.16";"81.23";NULL
"2019-07-22 17:30:00";38;NULL;"0.28";"13.68";"55.62";"85.23";NULL
"2019-07-22 17:45:00";38;NULL;"0.12";"9.41";"55.74";"85.99";NULL
"2019-07-22 18:15:00";38;NULL;"0.13";"18.51";"55.7";"86.19";NULL
"2019-07-22 18:30:00";38;NULL;"0.14";"6.4";"38.56";"95.52";NULL
"2019-07-22 18:45:00";38;NULL;"0.14";"11.42";"51.04";"85.69";NULL
"2019-07-22 19:00:00";38;NULL;"0.22";"13.71";"68.32";"77.76";NULL
"2019-07-22 19:15:00";38;NULL;"0.19";"19.15";"63.97";"78.24";NULL
"2019-07-22 19:30:00";38;NULL;"0.23";"6.7";"43.21";"90.32";NULL
"2019-07-22 19:45:00";38;NULL;"0.19";"5.77";"43.97";"90.79";NULL
"2019-07-22 20:15:00";38;NULL;"0.24";"5.85";"46.96";"80.41";NULL
"2019-07-22 20:30:00";38;NULL;"0.22";"6.88";"44.55";"79.07";NULL
"2019-07-22 20:45:00";38;NULL;"0.22";"7.11";"42.87";"81.52";NULL
"2019-07-22 21:15:00";38;NULL;"0.21";"15.48";"44.21";"80.41";NULL
"2019-07-22 21:30:00";38;NULL;"0.19";"3.13";"32.02";"87.2";NULL
"2019-07-22 22:15:00";38;NULL;"0.17";"2.93";"24.41";"88.51";NULL
"2019-07-22 22:30:00";38;NULL;"0.17";"2.19";"29.64";"81.1";NULL
"2019-07-22 22:45:00";38;NULL;"0.15";"2.19";"30.95";"78.63";NULL
"2019-07-22 23:00:00";38;NULL;"0.13";"1.33";"26.2";"78.03";NULL
"2019-07-22 23:15:00";38;NULL;"0.17";"1.93";"28.51";"74.57";NULL
"2019-07-22 23:30:00";38;NULL;"0.14";"1.23";"25.16";"76.18";NULL
"2019-07-22 23:45:00";38;NULL;"0.15";"1.45";"26.43";"73.8";NULL
"2019-07-23 00:00:00";38;NULL;"0.15";"1.57";"24.13";"74.78";NULL
"2019-07-23 00:15:00";38;NULL;"0.15";"1.75";"24.23";"72.49";NULL
"2019-07-23 00:30:00";38;NULL;"0.14";"1.6";"23.11";"72.54";NULL
"2019-07-23 00:45:00";38;NULL;"0.13";"1.09";"21.87";"72.25";NULL
"2019-07-23 01:15:00";38;NULL;"0.13";"1.71";"23.24";"74.17";NULL
"2019-07-23 01:30:00";38;NULL;"0.13";"1.79";"20.38";"72.81";NULL
"2019-07-23 01:45:00";38;NULL;"0.12";"1.76";"21.23";"71.14";NULL
"2019-07-23 02:15:00";38;NULL;"0.12";"1.13";"17.7";"70.99";NULL
"2019-07-23 02:30:00";38;NULL;"0.12";"1.14";"18.24";"70.37";NULL
"2019-07-23 02:45:00";38;NULL;"0.14";"1.61";"21.63";"67.05";NULL
"2019-07-23 03:15:00";38;NULL;"0.11";"1.15";"20.55";"68.69";NULL
"2019-07-23 03:45:00";38;NULL;"0.12";"1.21";"17.92";"68.81";NULL
"2019-07-23 04:15:00";38;NULL;"0.11";"1.17";"16.95";"72.59";NULL
"2019-07-23 04:30:00";38;NULL;"0.11";"1.2";"18.2";"69.51";NULL
"2019-07-23 04:45:00";38;NULL;"0.11";"1.57";"20.08";"64.93";NULL
"2019-07-23 05:15:00";38;NULL;"0.11";"1.26";"18.23";"65.09";NULL
"2019-07-23 05:30:00";38;NULL;"0.12";"1.14";"20.65";"63.14";NULL
"2019-07-23 05:45:00";38;NULL;"0.11";"1.5";"21.29";"62.42";NULL
"2019-07-23 06:15:00";38;NULL;"0.11";"1.59";"23.91";"60.43";NULL
"2019-07-22 00:15:00";38;NULL;"0.2";"1.67";"19.66";"76.23";NULL
"2019-07-22 00:45:00";38;NULL;"0.17";"1.04";"14.39";"79.52";NULL
"2019-07-22 01:00:00";38;NULL;"0.19";"1.27";"21.08";"70.63";NULL
"2019-07-22 01:15:00";38;NULL;"0.19";"1.17";"21.37";"67.73";NULL
"2019-07-22 01:30:00";38;NULL;"0.17";"1.15";"17.97";"72.45";NULL
"2019-07-22 01:45:00";38;NULL;"0.17";"1.88";"22.66";"59.55";NULL
"2019-07-22 02:15:00";38;NULL;"0.15";"1.17";"21.45";"60.75";NULL
"2019-07-22 02:45:00";38;NULL;"0.15";"3.39";"22.05";"60.99";NULL
"2019-07-22 03:15:00";38;NULL;"0.11";"1.17";"14.49";"69.19";NULL
"2019-07-22 03:30:00";38;NULL;"0.13";"1.39";"17.36";"65.53";NULL
"2019-07-22 04:15:00";38;NULL;"0.14";"1.3";"18.89";"60.6";NULL
"2019-07-22 04:30:00";38;NULL;"0.13";"1.15";"16.87";"65.65";NULL
"2019-07-22 04:45:00";38;NULL;"0.12";"4.91";"24.04";"62.72";NULL
"2019-07-22 05:00:00";38;NULL;"0.12";"2.11";"15.06";"65.65";NULL
"2019-08-11 23:00:00";38;NULL;"0.12";"8.83";"8.6";"62.06";NULL
"2019-07-22 05:15:00";38;NULL;"0.13";"2.58";"16.42";"62.53";NULL
"2019-07-22 05:30:00";38;NULL;"0.13";"1.24";"19.82";"57.43";NULL
"2019-07-22 05:45:00";38;NULL;"0.12";"1.24";"21.79";"56.58";NULL
"2019-07-22 06:15:00";38;NULL;"0.13";"1.43";"25.35";"50.1";NULL
"2019-07-23 07:30:00";38;NULL;"0.2";"2.75";"36.88";"47.25";NULL
"2019-07-23 22:30:00";38;NULL;"0.18";"1.79";"48.69";"70.11";NULL
"2019-07-23 22:45:00";38;NULL;"0.2";"2.14";"47.85";"69.3";NULL
"2019-07-24 03:30:00";38;NULL;"0.13";"1.24";"16.56";"70.85";NULL
"2019-07-24 03:45:00";38;NULL;"0.14";"1.17";"17.14";"69.4";NULL
"2019-07-24 04:15:00";38;NULL;"0.16";"1.12";"20.6";"64.26";NULL
"2019-07-23 07:45:00";38;NULL;"0.17";"3.61";"47.12";"36.22";NULL
"2019-07-23 08:15:00";38;NULL;"0.28";"18.97";"63.83";"19.72";NULL
"2019-07-23 12:45:00";38;NULL;"0.17";"10.2";"41.82";"100.38";NULL
"2019-07-23 13:00:00";38;NULL;"0.15";"8.48";"40.6";"107.35";NULL
"2019-07-23 13:15:00";38;NULL;"0.18";"7.67";"44.87";"105.93";NULL
"2019-07-23 17:30:00";38;NULL;"0.1";"9.19";"50.73";"103.95";NULL
"2019-07-23 17:45:00";38;NULL;"0.1";"12.36";"43.26";"99.48";NULL
"2019-07-23 18:15:00";38;NULL;"0.12";"10.48";"43.88";"95.07";NULL
"2019-07-23 23:15:00";38;NULL;"0.19";"2.3";"37.36";"66.14";NULL
"2019-07-23 08:30:00";38;NULL;"0.31";"17.84";"67.78";"16.75";NULL
"2019-07-23 08:45:00";38;NULL;"0.34";"20.61";"71.09";"16.06";NULL
"2019-07-23 18:30:00";38;NULL;"0.15";"9.59";"45.48";"89.3";NULL
"2019-07-23 18:45:00";38;NULL;"0.12";"15.78";"59.37";"78.33";NULL
"2019-07-23 19:15:00";38;NULL;"0.14";"19.98";"64.18";"78.39";NULL
"2019-07-23 19:30:00";38;NULL;"0.12";"8.82";"48.36";"98.18";NULL
"2019-07-23 19:45:00";38;NULL;"0.14";"11.73";"57.8";"95.97";NULL
"2019-07-23 20:15:00";38;NULL;"0.26";"12.32";"75.66";"68.49";NULL
"2019-07-23 20:30:00";38;NULL;"0.29";"4.75";"57.76";"86.48";NULL
"2019-07-23 20:45:00";38;NULL;"0.22";"8.7";"83.28";"74.04";NULL
"2019-07-23 21:00:00";38;NULL;"0.17";"6.8";"54.22";"89.13";NULL
"2019-07-23 21:15:00";38;NULL;"0.17";"6.86";"84.66";"61.2";NULL
"2019-07-23 23:30:00";38;NULL;"0.14";"4.03";"47.4";"71.87";NULL
"2019-07-23 23:45:00";38;NULL;"0.14";"3.26";"27.85";"75.65";NULL
"2019-07-24 00:15:00";38;NULL;"0.12";"1.88";"29.9";"76.07";NULL
"2019-07-24 00:30:00";38;NULL;"0.12";"1.48";"25.26";"76.95";NULL
"2019-07-24 00:45:00";38;NULL;"0.14";"1.83";"23.22";"71.18";NULL
"2019-07-24 01:15:00";38;NULL;"0.22";"1.16";"32.6";"66.69";NULL
"2019-07-24 01:30:00";38;NULL;"0.13";"1.2";"25.35";"76.78";NULL
"2019-07-24 01:45:00";38;NULL;"0.11";"1.24";"21.43";"78.98";NULL
"2019-07-24 02:15:00";38;NULL;"0.12";"1.39";"22.63";"83.13";NULL
"2019-07-24 02:30:00";38;NULL;"0.12";"1.06";"18.69";"76.46";NULL
"2019-07-24 02:45:00";38;NULL;"0.13";"1.12";"23.45";"64.03";NULL
"2019-07-24 03:00:00";38;NULL;"0.13";"1.13";"21.86";"65.6";NULL
"2019-07-24 03:15:00";38;NULL;"0.14";"1.17";"20.66";"67.1";NULL
"2019-07-24 04:30:00";38;NULL;"0.14";"1.24";"17.14";"70.69";NULL
"2019-07-23 09:15:00";38;NULL;"0.36";"37.83";"80.88";"17.62";NULL
"2019-07-23 09:30:00";38;NULL;"0.27";"25.12";"72.33";"29.34";NULL
"2019-07-23 09:45:00";38;NULL;"0.2";"11.38";"59.22";"38.49";NULL
"2019-07-23 10:15:00";38;NULL;"0.26";"23.78";"76.23";"38.06";NULL
"2019-07-23 10:30:00";38;NULL;"0.25";"26.97";"68.94";"45.9";NULL
"2019-07-23 13:30:00";38;NULL;"0.15";"8.16";"38.81";"108.31";NULL
"2019-07-23 13:45:00";38;NULL;"0.25";"11.46";"47.68";"107.04";NULL
"2019-07-23 10:45:00";38;NULL;"0.22";"16.42";"51.92";"61.89";NULL
"2019-07-23 11:15:00";38;NULL;"0.23";"8.6";"45.85";"79.24";NULL
"2019-07-23 11:30:00";38;NULL;"0.18";"10.12";"49.98";"80.97";NULL
"2019-07-23 14:15:00";38;NULL;"0.2";"14";"44.91";"105.92";NULL
"2019-07-22 00:00:00";38;NULL;"0.18";"1.52";"20.17";"77.36";NULL
"2019-07-22 09:45:00";38;NULL;"0.19";"13.75";"42.34";"50.79";NULL
"2019-07-22 15:45:00";38;NULL;"0.14";"6.89";"33.6";"102.09";NULL
"2019-07-22 21:45:00";38;NULL;"0.15";"1.44";"22.48";"91.89";NULL
"2019-07-23 03:30:00";38;NULL;"0.11";"1.2";"16.86";"71.54";NULL
"2019-07-23 06:30:00";38;NULL;"0.11";"1.55";"28.06";"54.24";NULL
"2019-07-23 06:45:00";38;NULL;"0.11";"2.16";"26.9";"57.39";NULL
"2019-07-23 07:00:00";38;NULL;"0.13";"1.35";"26.09";"56.69";NULL
"2019-07-23 07:15:00";38;NULL;"0.13";"1.45";"26.22";"59.64";NULL
"2019-07-23 14:30:00";38;NULL;"0.17";"7.64";"35.19";"112.23";NULL
"2019-07-23 14:45:00";38;NULL;"0.18";"10.15";"38.65";"111.15";NULL
"2019-07-23 21:30:00";38;NULL;"0.24";"4.22";"76.17";"63.44";NULL
"2019-07-23 21:45:00";38;NULL;"0.29";"2.12";"73.33";"56.78";NULL
"2019-07-23 22:15:00";38;NULL;"0.32";"6.09";"76.01";"50.72";NULL
"2019-07-23 11:45:00";38;NULL;"0.19";"9.37";"45.07";"81.81";NULL
"2019-07-23 12:15:00";38;NULL;"0.18";"6.73";"35.94";"96.23";NULL
"2019-07-23 12:30:00";38;NULL;"0.18";"7.67";"34.43";"102.44";NULL
"2019-07-23 15:00:00";38;NULL;"0.14";"6.1";"28.02";"117.38";NULL
"2019-07-23 15:15:00";38;NULL;"0.17";"6.99";"38.83";"109.63";NULL
"2019-07-23 15:30:00";38;NULL;"0.18";"16.23";"70.72";"104.97";NULL
"2019-07-23 15:45:00";38;NULL;"0.14";"10.49";"52.91";"100.52";NULL
"2019-07-23 16:15:00";38;NULL;"0.15";"6.65";"31.76";"111.42";NULL
"2019-07-23 16:30:00";38;NULL;"0.18";"5.55";"33.29";"112.75";NULL
"2019-07-23 16:45:00";38;NULL;"0.1";"11.11";"43.77";"107.53";NULL
"2019-07-23 17:15:00";38;NULL;"0.14";"14.85";"52.38";"94.12";NULL
"2019-07-24 10:30:00";38;NULL;"0.26";"13.19";"54.85";"54.02";NULL
"2019-07-24 10:45:00";38;NULL;"0.27";"12.5";"56.3";"56.06";NULL
"2019-07-24 11:15:00";38;NULL;"0.19";"13.2";"53.79";"72.57";NULL
"2019-07-24 11:30:00";38;NULL;"0.23";"9.02";"46.98";"78.11";NULL
"2019-07-24 11:45:00";38;NULL;"0.19";"8.66";"34.93";"88.26";NULL
"2019-07-24 12:15:00";38;NULL;"0.23";"16.58";"45.59";"101.6";NULL
"2019-07-24 12:30:00";38;NULL;"0.25";"22.45";"54.88";"97.05";NULL
"2019-07-24 12:45:00";38;NULL;"0.21";"9.25";"49.14";"107.25";NULL
"2019-07-24 13:15:00";38;NULL;"0.23";"10.89";"58.17";"109.36";NULL
"2019-07-24 13:30:00";38;NULL;"0.21";"10.68";"47.91";"118.93";NULL
"2019-07-24 14:00:00";38;NULL;"0.23";"12.96";"50.36";"118.44";NULL
"2019-07-24 14:15:00";38;NULL;"0.23";"28.82";"67";"102.48";NULL
"2019-07-24 14:30:00";38;NULL;"0.2";"7.65";"39.55";"112.68";NULL
"2019-07-24 14:45:00";38;NULL;"0.17";"7.9";"54.09";"114.29";NULL
"2019-07-24 15:15:00";38;NULL;"0.2";"14.54";"42.89";"101";NULL
"2019-07-24 15:30:00";38;NULL;"0.2";"13.03";"62.84";"92.58";NULL
"2019-07-24 15:45:00";38;NULL;"0.13";"8.37";"47.17";"100.08";NULL
"2019-07-24 16:15:00";38;NULL;"0.13";"8.56";"39.6";"103.11";NULL
"2019-07-24 16:30:00";38;NULL;"0.22";"5.69";"35.66";"105.75";NULL
"2019-07-24 16:45:00";38;NULL;"0.15";"7.1";"47.06";"99.82";NULL
"2019-07-24 17:15:00";38;NULL;"0.11";"12.06";"60.19";"95.41";NULL
"2019-07-24 17:30:00";38;NULL;"0.11";"15.97";"44.04";"98.85";NULL
"2019-07-24 17:45:00";38;NULL;"0.1";"11.17";"38.76";"97.2";NULL
"2019-07-24 18:15:00";38;NULL;"0.13";"11.09";"46.2";"94.41";NULL
"2019-07-24 18:30:00";38;NULL;"0.11";"6.53";"30.96";"103.12";NULL
"2019-07-24 18:45:00";38;NULL;"0.13";"10.63";"47.44";"90.18";NULL
"2019-07-24 19:15:00";38;NULL;"0.12";"9.6";"53.52";"85.16";NULL
"2019-07-24 19:30:00";38;NULL;"0.21";"17.17";"52.27";"77.21";NULL
"2019-07-24 20:00:00";38;NULL;"0.26";"8.61";"54.93";"78.15";NULL
"2019-07-24 20:15:00";38;NULL;"0.17";"6.86";"56.43";"74.25";NULL
"2019-07-24 20:30:00";38;NULL;"0.19";"12.59";"56.04";"74.18";NULL
"2019-07-24 20:45:00";38;NULL;"0.18";"6.62";"40.1";"80.23";NULL
"2019-07-24 21:15:00";38;NULL;"0.18";"2.97";"37.77";"79.02";NULL
"2019-07-24 21:30:00";38;NULL;"0.2";"4.05";"41.33";"72.02";NULL
"2019-07-24 21:45:00";38;NULL;"0.19";"3.21";"35.96";"75.86";NULL
"2019-07-24 22:00:00";38;NULL;"0.18";"1.79";"29.2";"77.03";NULL
"2019-07-24 22:45:00";38;NULL;"0.21";"3.13";"29.03";"70.83";NULL
"2019-07-24 23:15:00";38;NULL;"0.16";"1.98";"26.93";"67.46";NULL
"2019-07-24 23:30:00";38;NULL;"0.17";"1.82";"29.62";"65.56";NULL
"2019-07-24 23:45:00";38;NULL;"0.16";"3.64";"27.67";"65.83";NULL
"2019-07-25 00:15:00";38;NULL;"0.16";"1.64";"23.47";"66.7";NULL
"2019-07-25 00:30:00";38;NULL;"0.16";"2.5";"27.45";"64.78";NULL
"2019-07-25 00:45:00";38;NULL;"0.16";"3.21";"27.95";"64.16";NULL
"2019-07-24 09:45:00";38;NULL;"0.29";"10.83";"52.15";"45.82";NULL
"2019-07-24 10:15:00";38;NULL;"0.29";"9.91";"57";"46.99";NULL
"2019-07-25 01:15:00";38;NULL;"0.16";"1.35";"17.9";"70.48";NULL
"2019-07-25 01:45:00";38;NULL;"0.15";"1.64";"17.36";"71";NULL
"2019-07-25 02:00:00";38;NULL;"0.16";"1.66";"19.97";"71.3";NULL
"2019-07-25 02:15:00";38;NULL;"0.16";"5.12";"23.58";"67.18";NULL
"2019-07-25 02:30:00";38;NULL;"0.15";"1.2";"18.21";"73.03";NULL
"2019-07-25 02:45:00";38;NULL;"0.16";"1.45";"19.95";"75.06";NULL
"2019-07-25 03:15:00";38;NULL;"0.13";"1.43";"18.73";"73.12";NULL
"2019-07-25 03:30:00";38;NULL;"0.18";"3.14";"18.51";"72.67";NULL
"2019-07-25 03:45:00";38;NULL;"0.19";"1.16";"13.39";"76.26";NULL
"2019-07-25 04:15:00";38;NULL;"0.18";"1.78";"13.02";"75.55";NULL
"2019-07-25 04:30:00";38;NULL;"0.17";"1.21";"11.05";"77.55";NULL
"2019-07-25 04:45:00";38;NULL;"0.17";"1.14";"11.87";"77.66";NULL
"2019-07-25 05:15:00";38;NULL;"0.17";"1.78";"16.08";"69.92";NULL
"2019-07-25 05:30:00";38;NULL;"0.18";"1.45";"16.07";"68.83";NULL
"2019-07-25 05:45:00";38;NULL;"0.17";"1.46";"16.03";"68.6";NULL
"2019-07-25 06:15:00";38;NULL;"0.18";"1.36";"24.57";"60.67";NULL
"2019-07-25 06:30:00";38;NULL;"0.18";"1.92";"31.07";"56.74";NULL
"2019-07-25 06:45:00";38;NULL;"0.18";"1.59";"31.42";"54.79";NULL
"2019-07-25 07:15:00";38;NULL;"0.2";"2.53";"38.45";"49.07";NULL
"2019-07-25 07:30:00";38;NULL;"0.2";"3.22";"34.58";"50.9";NULL
"2019-07-25 07:45:00";38;NULL;"0.25";"4.83";"37.53";"47.22";NULL
"2019-07-25 08:00:00";38;NULL;"0.23";"5.35";"34.63";"48.84";NULL
"2019-07-25 08:15:00";38;NULL;"0.24";"7.82";"38.43";"48.14";NULL
"2019-07-25 08:30:00";38;NULL;"0.24";"6.12";"34.71";"48.22";NULL
"2019-07-25 08:45:00";38;NULL;"0.21";"5.47";"31.17";"51.63";NULL
"2019-07-25 09:15:00";38;NULL;"0.22";"8.69";"37.18";"52.66";NULL
"2019-07-25 09:30:00";38;NULL;"0.24";"7.89";"37.32";"56.15";NULL
"2019-07-25 09:45:00";38;NULL;"0.22";"6.63";"30.09";"61.02";NULL
"2019-07-25 10:15:00";38;NULL;"0.23";"9.44";"29.46";"67.99";NULL
"2019-07-25 10:30:00";38;NULL;"0.23";"5.83";"26.23";"73.54";NULL
"2019-07-25 10:45:00";38;NULL;"0.26";"10.51";"32.7";"72.52";NULL
"2019-07-25 11:15:00";38;NULL;"0.27";"14.33";"43.78";"70.76";NULL
"2019-07-25 11:30:00";38;NULL;"0.25";"11.09";"36.71";"74.37";NULL
"2019-07-25 11:45:00";38;NULL;"0.25";"11.15";"29.56";"78.3";NULL
"2019-07-25 12:15:00";38;NULL;"0.24";"5.82";"27.88";"89.38";NULL
"2019-07-25 12:30:00";38;NULL;"0.27";"12.36";"47.99";"85.9";NULL
"2019-07-25 12:45:00";38;NULL;"0.24";"9.89";"47.33";"85.54";NULL
"2019-07-25 13:00:00";38;NULL;"0.25";"15.99";"37.58";"97.31";NULL
"2019-07-25 13:30:00";38;NULL;"0.24";"4.69";"28.8";"102.04";NULL
"2019-07-24 05:15:00";38;NULL;"0.13";"1.33";"11.81";"75.86";NULL
"2019-07-24 05:30:00";38;NULL;"0.13";"1.14";"11.84";"76.74";NULL
"2019-07-24 05:45:00";38;NULL;"0.13";"1.15";"17.6";"70.01";NULL
"2019-07-24 06:00:00";38;NULL;"0.15";"1.2";"22.11";"62.34";NULL
"2019-07-24 06:15:00";38;NULL;"0.14";"1.18";"23.45";"60.27";NULL
"2019-07-24 06:30:00";38;NULL;"0.16";"1.2";"22.62";"62.03";NULL
"2019-07-24 06:45:00";38;NULL;"0.21";"4.4";"28.09";"50.89";NULL
"2019-07-24 07:15:00";38;NULL;"0.26";"3.45";"50.47";"23.08";NULL
"2019-07-24 08:00:00";38;NULL;"0.33";"22.08";"54.68";"16.87";NULL
"2019-07-24 08:15:00";38;NULL;"0.31";"21";"62.64";"15.93";NULL
"2019-07-24 08:30:00";38;NULL;"0.36";"28.82";"73.82";"19.74";NULL
"2019-07-24 08:45:00";38;NULL;"0.33";"8.31";"49.18";"34.66";NULL
"2019-07-24 09:15:00";38;NULL;"0.29";"14.26";"53.88";"34.57";NULL
"2019-07-24 09:30:00";38;NULL;"0.29";"11.46";"51.88";"40.15";NULL
"2019-07-24 22:30:00";38;NULL;"0.17";"1.65";"27.74";"73.3";NULL
"2019-07-25 18:45:00";38;NULL;"0.15";"10.15";"69.96";"87.51";NULL
"2019-07-25 19:15:00";38;NULL;"0.15";"3.28";"30.67";"104.97";NULL
"2019-07-25 19:30:00";38;NULL;"0.18";"3.8";"41.9";"102.62";NULL
"2019-07-25 19:45:00";38;NULL;"0.22";"5.82";"58.12";"94.54";NULL
"2019-07-25 20:15:00";38;NULL;"0.22";"7.37";"52.83";"90.44";NULL
"2019-07-25 20:30:00";38;NULL;"0.2";"6.05";"44.01";"101.27";NULL
"2019-07-25 20:45:00";38;NULL;"0.17";"6.42";"43.51";"107.42";NULL
"2019-07-25 21:15:00";38;NULL;"0.22";"5.61";"40.85";"100.69";NULL
"2019-07-25 21:45:00";38;NULL;"0.16";"2.33";"37.27";"98.74";NULL
"2019-07-25 22:15:00";38;NULL;"0.23";"5.35";"40.52";"93.86";NULL
"2019-07-25 22:30:00";38;NULL;"0.15";"2.14";"43.77";"84.87";NULL
"2019-07-25 22:45:00";38;NULL;"0.17";"2.71";"26.58";"97.64";NULL
"2019-07-25 23:15:00";38;NULL;"0.27";"3.33";"28.37";"84.45";NULL
"2019-07-25 23:30:00";38;NULL;"0.19";"1.51";"21.25";"88.51";NULL
"2019-07-25 23:45:00";38;NULL;"0.19";"1.64";"18.96";"81.11";NULL
"2019-07-26 00:15:00";38;NULL;"0.24";"1.8";"20.68";"65.15";NULL
"2019-07-26 00:30:00";38;NULL;"0.2";"1.89";"19.95";"64.62";NULL
"2019-07-26 00:45:00";38;NULL;"0.22";"1.48";"16.49";"65.64";NULL
"2019-07-26 01:15:00";38;NULL;"0.19";"7.09";"23.98";"62.98";NULL
"2019-07-26 01:30:00";38;NULL;"0.21";"1.91";"16.88";"63.2";NULL
"2019-07-26 01:45:00";38;NULL;"0.2";"1.45";"15.86";"64.62";NULL
"2019-07-26 02:15:00";38;NULL;"0.2";"1.67";"21.29";"61.82";NULL
"2019-07-26 02:30:00";38;NULL;"0.17";"1.14";"16.03";"68.81";NULL
"2019-07-26 02:45:00";38;NULL;"0.17";"1.15";"13.02";"72.06";NULL
"2019-07-26 03:15:00";38;NULL;"0.17";"1.24";"13.88";"73.01";NULL
"2019-07-26 03:30:00";38;NULL;"0.19";"2.59";"14.55";"72.15";NULL
"2019-07-26 03:45:00";38;NULL;"0.18";"1.07";"12.8";"74.75";NULL
"2019-07-26 04:15:00";38;NULL;"0.17";"1.26";"11.77";"74.93";NULL
"2019-07-26 04:30:00";38;NULL;"0.17";"1.15";"11.25";"73.22";NULL
"2019-07-26 04:45:00";38;NULL;"0.19";"1.21";"14.09";"58.1";NULL
"2019-07-26 05:15:00";38;NULL;"0.21";"1.6";"14.32";"54.71";NULL
"2019-07-26 05:30:00";38;NULL;"0.2";"1.5";"17.1";"50.66";NULL
"2019-07-26 05:45:00";38;NULL;"0.21";"1.69";"16.21";"52.3";NULL
"2019-07-26 06:15:00";38;NULL;"0.2";"1.97";"20.64";"46.89";NULL
"2019-07-26 06:30:00";38;NULL;"0.21";"2.36";"19.43";"48.37";NULL
"2019-07-26 06:45:00";38;NULL;"0.21";"2.86";"20.49";"46.11";NULL
"2019-07-26 07:15:00";38;NULL;"0.2";"3.06";"20.65";"44.6";NULL
"2019-07-26 07:30:00";38;NULL;"0.21";"2.49";"19.68";"44.98";NULL
"2019-07-26 07:45:00";38;NULL;"0.23";"3.43";"26.39";"40.24";NULL
"2019-07-26 08:15:00";38;NULL;"0.22";"3.8";"28.37";"40.81";NULL
"2019-07-26 08:30:00";38;NULL;"0.22";"6.42";"30.89";"38.25";NULL
"2019-07-26 08:45:00";38;NULL;"0.2";"4.98";"30.87";"39.67";NULL
"2019-07-26 09:00:00";38;NULL;"0.27";"8.1";"32.96";"36.39";NULL
"2019-07-26 09:15:00";38;NULL;"0.23";"5.5";"32.03";"36.15";NULL
"2019-07-26 09:30:00";38;NULL;"0.22";"8.52";"35.89";"32.06";NULL
"2019-07-26 09:45:00";38;NULL;"0.2";"6.91";"29.8";"38.85";NULL
"2019-07-26 10:15:00";38;NULL;"0.35";"18.1";"41.6";"27.32";NULL
"2019-07-26 10:30:00";38;NULL;"0.23";"8.77";"33.24";"35.39";NULL
"2019-07-26 11:15:00";38;NULL;"0.2";"5.29";"22.65";"49.21";NULL
"2019-07-26 11:30:00";38;NULL;"0.22";"6.31";"23.35";"49.34";NULL
"2019-07-26 11:45:00";38;NULL;"0.24";"6.24";"23.01";"50.71";NULL
"2019-07-26 12:15:00";38;NULL;"0.25";"4.83";"26.75";"58.36";NULL
"2019-07-26 12:30:00";38;NULL;"0.24";"6.82";"35.25";"54.92";NULL
"2019-07-26 12:45:00";38;NULL;"0.27";"19.46";"45.94";"49.96";NULL
"2019-07-26 13:15:00";38;NULL;"0.29";"9.85";"37.27";"59.88";NULL
"2019-07-26 13:30:00";38;NULL;"0.25";"6.98";"32.73";"66.2";NULL
"2019-07-26 13:45:00";38;NULL;"0.25";"6.21";"25.23";"77.75";NULL
"2019-07-26 14:15:00";38;NULL;"0.29";"12.97";"40.77";"71.34";NULL
"2019-07-26 14:30:00";38;NULL;"0.33";"8.26";"41.83";"73.1";NULL
