"phenomenon_time";"id_aq_legal_station";"c6h6";"co";"no";"no2";"o3";"nox"
"2018-03-04 05:00:00";26;NULL;"0.15";NULL;"21.99";"54.99";NULL
"2018-03-04 06:00:00";26;NULL;"0.16";NULL;"24.62";"48.22";NULL
"2018-03-04 07:00:00";26;NULL;"0.17";NULL;"23.63";"49.95";NULL
"2018-03-04 08:00:00";26;NULL;"0.2";NULL;"31.06";"35.89";NULL
"2018-03-04 09:00:00";26;NULL;"0.19";NULL;"29.55";"73.87";NULL
"2018-03-04 10:00:00";26;NULL;"0.2";NULL;"34.78";"69.89";NULL
"2018-03-04 11:00:00";26;NULL;"0.16";NULL;"28.66";"74.68";NULL
"2018-03-04 12:00:00";26;NULL;"0.19";NULL;"30.79";"82.49";NULL
"2018-03-04 13:00:00";26;NULL;"0.19";NULL;"22.76";"84.07";NULL
"2018-03-04 14:00:00";26;NULL;"0.19";NULL;"24.27";"86.67";NULL
"2018-03-04 15:00:00";26;NULL;"0.18";NULL;"21.34";"92.39";NULL
"2018-03-04 16:00:00";26;NULL;"0.17";NULL;"19.35";"91.77";NULL
"2018-03-04 17:00:00";26;NULL;"0.18";NULL;"26.08";"87.74";NULL
"2018-03-04 18:00:00";26;NULL;"0.19";NULL;"25.22";"81.66";NULL
"2018-03-04 19:00:00";26;NULL;"0.68";NULL;"61.23";"8.11";NULL
"2018-03-04 20:00:00";26;NULL;"0.57";NULL;"74.44";"12.57";NULL
"2018-03-04 21:00:00";26;NULL;"0.5";NULL;"71.28";"7.5";NULL
"2018-03-04 22:00:00";26;NULL;"0.4";NULL;"59.34";"12.54";NULL
"2018-03-04 23:00:00";26;NULL;"0.22";NULL;"45.03";"17.8";NULL
"2018-03-05 00:00:00";26;NULL;"0.23";NULL;"40.5";"18.48";NULL
"2018-03-05 01:00:00";26;NULL;"0.2";NULL;"36.74";"21.15";NULL
"2018-03-05 02:00:00";26;NULL;"0.19";NULL;"31.86";"28.06";NULL
"2018-03-05 03:00:00";26;NULL;"0.18";NULL;"25.98";"35.3";NULL
"2018-03-05 04:00:00";26;NULL;"0.16";NULL;"20.93";"46.72";NULL
"2018-03-05 05:00:00";26;NULL;"0.19";NULL;"23.17";"39.26";NULL
"2018-03-05 06:00:00";26;NULL;"0.19";NULL;"25.29";"40.66";NULL
"2018-03-05 07:00:00";26;NULL;"0.19";NULL;"29.09";"30.42";NULL
"2018-03-05 08:00:00";26;NULL;"0.23";NULL;"39.02";"20.11";NULL
"2018-03-05 09:00:00";26;NULL;"0.31";NULL;"46.09";"15.06";NULL
"2018-03-05 10:00:00";26;NULL;"0.23";NULL;"45.18";"43.41";NULL
"2018-03-05 11:00:00";26;NULL;"0.22";NULL;"43.68";"69.74";NULL
"2018-03-05 12:00:00";26;NULL;"0.21";NULL;"36.4";"68.81";NULL
"2018-03-05 13:00:00";26;NULL;"0.21";NULL;"40.64";"69.96";NULL
"2018-03-05 14:00:00";26;NULL;"0.22";NULL;"39.39";"75.43";NULL
"2018-03-05 15:00:00";26;NULL;"0.22";NULL;"36.04";"75.03";NULL
"2018-03-05 16:00:00";26;NULL;"0.23";NULL;"39.28";"71.52";NULL
"2018-03-05 17:00:00";26;NULL;"0.24";NULL;"42.33";"64.36";NULL
"2018-03-05 18:00:00";26;NULL;"0.27";NULL;"43.99";"55.82";NULL
"2018-03-05 19:00:00";26;NULL;"0.25";NULL;"42.74";"59.95";NULL
"2018-03-05 20:00:00";26;NULL;"0.2";NULL;"29.51";"74.75";NULL
"2018-03-05 21:00:00";26;NULL;"0.23";NULL;"30.92";"63.57";NULL
"2018-03-05 22:00:00";26;NULL;"0.22";NULL;"25.54";"68.24";NULL
"2018-03-05 23:00:00";26;NULL;"0.2";NULL;"20.64";"73.46";NULL
"2018-03-06 00:00:00";26;NULL;"0.21";NULL;"19.21";"66.45";NULL
"2018-03-06 01:00:00";26;NULL;"0.21";NULL;"18.2";"64.86";NULL
"2018-03-06 02:00:00";26;NULL;"0.2";NULL;"17.03";"65.16";NULL
"2018-03-06 03:00:00";26;NULL;"0.2";NULL;"16.82";"61.61";NULL
"2018-03-06 04:00:00";26;NULL;"0.21";NULL;"18.27";"49.55";NULL
"2018-03-06 05:00:00";26;NULL;"0.25";NULL;"24.18";"34.07";NULL
"2018-03-06 06:00:00";26;NULL;"0.25";NULL;"41.39";"34.94";NULL
"2018-03-06 07:00:00";26;NULL;"0.28";NULL;"44.46";"26.5";NULL
"2018-03-06 08:00:00";26;NULL;"0.33";NULL;"62.37";"17.52";NULL
"2018-03-06 09:00:00";26;NULL;"0.29";NULL;"65.3";"36.1";NULL
"2018-03-06 10:00:00";26;NULL;"0.21";NULL;"46.62";"69.21";NULL
"2018-03-06 11:00:00";26;NULL;"0.19";NULL;"28.95";"75.89";NULL
"2018-03-06 12:00:00";26;NULL;"0.19";NULL;"25.12";"82.57";NULL
"2018-03-06 13:00:00";26;NULL;"0.22";NULL;"27.08";"77.04";NULL
"2018-03-06 14:00:00";26;NULL;"0.21";NULL;"25.37";"80.53";NULL
"2018-03-06 15:00:00";26;NULL;"0.22";NULL;"25.06";"77.91";NULL
"2018-03-06 16:00:00";26;NULL;"0.21";NULL;"26.71";"79.61";NULL
"2018-03-06 17:00:00";26;NULL;"0.21";NULL;"26.9";"80.05";NULL
"2018-03-06 18:00:00";26;NULL;"0.22";NULL;"29.77";"70.73";NULL
"2018-03-06 19:00:00";26;NULL;"0.25";NULL;"34.91";"56.26";NULL
"2018-03-06 20:00:00";26;NULL;"0.34";NULL;"60.99";"18.95";NULL
"2018-03-06 21:00:00";26;NULL;"0.31";NULL;"64.34";"20.8";NULL
"2018-03-06 22:00:00";26;NULL;"0.27";NULL;"56.48";"31.53";NULL
"2018-03-06 23:00:00";26;NULL;"0.24";NULL;"47.54";"40.59";NULL
"2018-03-07 00:00:00";26;NULL;"0.24";NULL;"32.29";"45";NULL
"2018-03-07 01:00:00";26;NULL;"0.22";NULL;"22.92";"59.75";NULL
"2018-03-07 02:00:00";26;NULL;"0.2";NULL;"17.53";"71.98";NULL
"2018-03-07 03:00:00";26;NULL;"0.2";NULL;"15.53";"70.19";NULL
"2018-03-07 04:00:00";26;NULL;"0.21";NULL;"19.01";"50.52";NULL
"2018-03-07 05:00:00";26;NULL;"0.22";NULL;"21.81";"39.52";NULL
"2018-03-07 06:00:00";26;NULL;"0.24";NULL;"28.32";"32.5";NULL
"2018-03-07 07:00:00";26;NULL;"0.32";NULL;"41.45";"11.46";NULL
"2018-03-07 08:00:00";26;NULL;"0.35";NULL;"50.77";"11.22";NULL
"2018-03-07 09:00:00";26;NULL;"0.28";NULL;"50.39";"26.68";NULL
"2018-03-07 10:00:00";26;NULL;"0.24";NULL;"48.8";"42.17";NULL
"2018-03-07 11:00:00";26;NULL;"0.18";NULL;"42.05";"57.34";NULL
"2018-03-07 12:00:00";26;NULL;"0.15";NULL;"36.43";"71.15";NULL
"2018-03-07 13:00:00";26;NULL;"0.14";NULL;"32.13";"84.4";NULL
"2018-03-07 14:00:00";26;NULL;"0.16";NULL;"34.42";"82.71";NULL
"2018-03-07 15:00:00";26;NULL;"0.14";NULL;"34.09";"90.16";NULL
"2018-03-07 16:00:00";26;NULL;"0.16";NULL;"28.83";"84.74";NULL
"2018-03-07 17:00:00";26;NULL;"0.17";NULL;"37.29";"76.31";NULL
"2018-03-07 18:00:00";26;NULL;"0.19";NULL;"49.44";"62.71";NULL
"2018-03-07 19:00:00";26;NULL;"0.31";NULL;"68.03";"30.85";NULL
"2018-03-07 20:00:00";26;NULL;"0.41";NULL;"74.11";"13.77";NULL
"2018-03-07 21:00:00";26;NULL;"0.27";NULL;"68.23";"16";NULL
"2018-03-07 22:00:00";26;NULL;"0.27";NULL;"60.94";"23.54";NULL
"2018-03-07 23:00:00";26;NULL;"0.2";NULL;"52.89";"37.83";NULL
"2018-03-08 00:00:00";26;NULL;"0.16";NULL;"39.94";"46.31";NULL
"2018-03-08 01:00:00";26;NULL;"0.14";NULL;"29.49";"48.18";NULL
"2018-03-08 02:00:00";26;NULL;"0.14";NULL;"26.41";"48.79";NULL
"2018-03-08 03:00:00";26;NULL;"0.15";NULL;"27.7";"33.76";NULL
"2018-03-08 04:00:00";26;NULL;"0.15";NULL;"32";"27.83";NULL
"2018-03-08 05:00:00";26;NULL;"0.18";NULL;"35.34";"35.88";NULL
"2018-03-08 06:00:00";26;NULL;"0.2";NULL;"44.44";"17.4";NULL
"2018-03-08 07:00:00";26;NULL;"0.21";NULL;"54.97";"24.28";NULL
"2018-03-08 08:00:00";26;NULL;"0.25";NULL;"60.99";"17.68";NULL
"2018-03-08 09:00:00";26;NULL;"0.32";NULL;"63.23";"21.29";NULL
"2018-03-08 10:00:00";26;NULL;"0.38";NULL;"59.27";"16.33";NULL
"2018-03-08 11:00:00";26;NULL;"0.46";NULL;"59.45";"46.82";NULL
"2018-03-08 12:00:00";26;NULL;"0.2";NULL;"61.87";"71.88";NULL
"2018-03-08 13:00:00";26;NULL;"0.18";NULL;"53.26";"73.83";NULL
"2018-03-08 14:00:00";26;NULL;"0.2";NULL;"48.96";"72.89";NULL
"2018-03-08 15:00:00";26;NULL;"0.17";NULL;"52.69";"77.24";NULL
"2018-03-08 16:00:00";26;NULL;"0.18";NULL;"41.65";"82.37";NULL
"2018-03-08 17:00:00";26;NULL;"0.23";NULL;"44.29";"69.66";NULL
"2018-03-08 18:00:00";26;NULL;"0.26";NULL;"59.66";"50.97";NULL
"2018-03-08 19:00:00";26;NULL;"0.28";NULL;"68.39";"36.31";NULL
"2018-03-08 20:00:00";26;NULL;"0.32";NULL;"68.91";"22.58";NULL
"2018-03-08 21:00:00";26;NULL;"0.34";NULL;"65.92";"26.14";NULL
"2018-03-08 22:00:00";26;NULL;"0.29";NULL;"59.75";"29.31";NULL
"2018-03-08 23:00:00";26;NULL;"0.25";NULL;"57.34";"19.85";NULL
"2018-03-09 00:00:00";26;NULL;"0.22";NULL;"52.18";"25.15";NULL
"2018-03-09 01:00:00";26;NULL;"0.18";NULL;"47.5";"10.77";NULL
"2018-03-09 02:00:00";26;NULL;"0.2";NULL;"42.98";"10.81";NULL
"2018-03-09 03:00:00";26;NULL;"0.18";NULL;"35.31";"13.91";NULL
"2018-03-09 04:00:00";26;NULL;"0.16";NULL;"32.58";"13.42";NULL
"2018-03-09 05:00:00";26;NULL;"0.19";NULL;"34.36";"8.73";NULL
"2018-03-09 06:00:00";26;NULL;"0.27";NULL;"37.71";"5.29";NULL
"2018-03-09 07:00:00";26;NULL;"0.25";NULL;"41.09";"7.08";NULL
"2018-03-09 08:00:00";26;NULL;"0.32";NULL;"46.61";"7.03";NULL
"2018-03-09 09:00:00";26;NULL;"0.31";NULL;"48.4";"12.91";NULL
"2018-03-09 10:00:00";26;NULL;"0.27";NULL;"47.38";"16.63";NULL
"2018-03-09 11:00:00";26;NULL;"0.29";NULL;"47.81";"22.71";NULL
"2018-03-09 12:00:00";26;NULL;"0.26";NULL;"50.64";"37.94";NULL
"2018-03-09 13:00:00";26;NULL;"0.31";NULL;"50.26";"40.12";NULL
"2018-03-09 14:00:00";26;NULL;"0.28";NULL;"49.38";"35.89";NULL
"2018-03-09 15:00:00";26;NULL;"0.28";NULL;"50.74";"39.26";NULL
"2018-03-09 16:00:00";26;NULL;"0.31";NULL;"49.96";"26.3";NULL
"2018-03-09 17:00:00";26;NULL;"0.36";NULL;"49.23";"11.58";NULL
"2018-03-09 18:00:00";26;NULL;"0.54";NULL;"49.07";"6.73";NULL
"2018-03-09 19:00:00";26;NULL;"0.51";NULL;"50.14";"5.3";NULL
"2018-03-09 20:00:00";26;NULL;"0.6";NULL;"47.72";"5.3";NULL
"2018-03-09 21:00:00";26;NULL;"0.45";NULL;"43.78";"8.67";NULL
"2018-03-09 22:00:00";26;NULL;"0.38";NULL;"38.14";"12.14";NULL
"2018-03-09 23:00:00";26;NULL;"0.41";NULL;"35.12";"15.4";NULL
"2018-03-10 00:00:00";26;NULL;"0.24";NULL;"30.02";"26.97";NULL
"2018-03-10 01:00:00";26;NULL;"0.21";NULL;"24.38";"36.6";NULL
"2018-03-10 02:00:00";26;NULL;"0.21";NULL;"19.34";"38.9";NULL
"2018-03-10 03:00:00";26;NULL;"0.21";NULL;"16.71";"38.04";NULL
"2018-03-10 04:00:00";26;NULL;"0.19";NULL;"16.93";"37.24";NULL
"2018-03-10 05:00:00";26;NULL;"0.21";NULL;"16";"38.17";NULL
"2018-03-10 06:00:00";26;NULL;"0.22";NULL;"20.36";"33.87";NULL
"2018-03-10 07:00:00";26;NULL;"0.21";NULL;"21.58";"36.07";NULL
"2018-03-10 08:00:00";26;NULL;"0.21";NULL;"22.21";"34.86";NULL
"2018-03-10 09:00:00";26;NULL;"0.23";NULL;"22.66";"32.82";NULL
"2018-03-10 10:00:00";26;NULL;"0.28";NULL;"23.41";"35.43";NULL
"2018-03-10 11:00:00";26;NULL;"0.21";NULL;"22.31";"35.79";NULL
"2018-03-10 12:00:00";26;NULL;"0.24";NULL;"22.62";"35.65";NULL
"2018-03-10 13:00:00";26;NULL;"0.24";NULL;"22.2";"41.05";NULL
"2018-03-10 14:00:00";26;NULL;"0.22";NULL;"19.52";"44.68";NULL
"2018-03-10 15:00:00";26;NULL;"0.23";NULL;"16.82";"56.46";NULL
"2018-03-10 16:00:00";26;NULL;"0.21";NULL;"17.01";"64.61";NULL
"2018-03-10 17:00:00";26;NULL;"0.27";NULL;"32.31";"49.52";NULL
"2018-03-10 18:00:00";26;NULL;"0.26";NULL;"34.94";"39.62";NULL
"2018-03-10 19:00:00";26;NULL;"0.32";NULL;"36.54";"29.38";NULL
"2018-03-10 20:00:00";26;NULL;"0.31";NULL;"37.23";"23.76";NULL
"2018-03-10 21:00:00";26;NULL;"0.34";NULL;"35.65";"17.03";NULL
"2018-03-10 22:00:00";26;NULL;"0.45";NULL;"35.43";"10.06";NULL
"2018-03-10 23:00:00";26;NULL;"0.43";NULL;"38.94";"18.02";NULL
"2018-03-11 00:00:00";26;NULL;"0.37";NULL;"41.16";"16.1";NULL
"2018-03-11 01:00:00";26;NULL;"0.29";NULL;"34.84";"21.73";NULL
"2018-03-11 02:00:00";26;NULL;"0.21";NULL;"29.03";"40.32";NULL
"2018-03-11 03:00:00";26;NULL;"0.22";NULL;"25.16";"29.97";NULL
"2018-03-11 04:00:00";26;NULL;"0.19";NULL;"24.76";"30.66";NULL
"2018-03-11 05:00:00";26;NULL;"0.17";NULL;"25.91";"34.11";NULL
"2018-03-11 06:00:00";26;NULL;"0.18";NULL;"27.17";"30.85";NULL
"2018-03-11 07:00:00";26;NULL;"0.19";NULL;"31.63";"24.55";NULL
"2018-03-11 08:00:00";26;NULL;"0.21";NULL;"37.62";"26.02";NULL
"2018-03-11 09:00:00";26;NULL;"0.28";NULL;"37.69";"29.2";NULL
"2018-03-11 10:00:00";26;NULL;"0.37";NULL;"41.37";"21.72";NULL
"2018-03-11 11:00:00";26;NULL;"0.27";NULL;"45.39";"45.24";NULL
"2018-03-11 12:00:00";26;NULL;"0.2";NULL;"38.66";"66.01";NULL
"2018-03-11 13:00:00";26;NULL;"0.17";NULL;"33.52";"81.46";NULL
"2018-03-11 14:00:00";26;NULL;"0.15";NULL;"34.11";"91.7";NULL
"2018-03-11 15:00:00";26;NULL;"0.13";NULL;"31.7";"98.06";NULL
"2018-03-11 16:00:00";26;NULL;"0.14";NULL;"24.8";"94.3";NULL
"2018-03-11 17:00:00";26;NULL;"0.15";NULL;"25.11";"87.07";NULL
"2018-03-11 18:00:00";26;NULL;"0.16";NULL;"30.7";"75.18";NULL
"2018-03-11 19:00:00";26;NULL;"0.18";NULL;"32.59";"72.59";NULL
"2018-03-11 20:00:00";26;NULL;"0.19";NULL;"37.9";"66.9";NULL
"2018-03-11 21:00:00";26;NULL;"0.16";NULL;"32.28";"74.38";NULL
"2018-03-11 22:00:00";26;NULL;"0.16";NULL;"28.19";"77.64";NULL
"2018-03-11 23:00:00";26;NULL;"0.14";NULL;"21.85";"84.38";NULL
"2018-03-12 00:00:00";26;NULL;"0.15";NULL;"17.33";"86.92";NULL
"2018-03-12 01:00:00";26;NULL;"0.16";NULL;"16.14";"81.56";NULL
"2018-03-12 02:00:00";26;NULL;"0.15";NULL;"16.38";"79.66";NULL
"2018-03-12 03:00:00";26;NULL;"0.15";NULL;"15";"77.69";NULL
"2018-03-12 04:00:00";26;NULL;"0.16";NULL;"16.34";"70.08";NULL
"2018-03-12 05:00:00";26;NULL;"0.18";NULL;"22.61";"48.15";NULL
"2018-03-12 06:00:00";26;NULL;"0.2";NULL;"33.41";"49.98";NULL
"2018-03-12 07:00:00";26;NULL;"0.25";NULL;"42.99";"28.51";NULL
"2018-03-12 08:00:00";26;NULL;"0.38";NULL;"58.71";"12.54";NULL
"2018-03-12 09:00:00";26;NULL;"0.27";NULL;"60.52";"32.61";NULL
"2018-03-12 10:00:00";26;NULL;"0.25";NULL;"52.62";"44.96";NULL
"2018-03-12 11:00:00";26;NULL;"0.21";NULL;"43.6";"62.49";NULL
"2018-03-12 12:00:00";26;NULL;"0.21";NULL;"36.62";"66.55";NULL
"2018-03-12 13:00:00";26;NULL;"0.22";NULL;"34.69";"73.32";NULL
"2018-03-12 14:00:00";26;NULL;"0.19";NULL;"27.78";"81.54";NULL
"2018-03-12 15:00:00";26;NULL;"0.2";NULL;"28.67";"80.82";NULL
"2018-03-12 16:00:00";26;NULL;"0.19";NULL;"29.82";"83.42";NULL
"2018-03-12 17:00:00";26;NULL;"0.21";NULL;"34.12";"76.19";NULL
"2018-03-12 18:00:00";26;NULL;"0.19";NULL;"33.77";"77.84";NULL
"2018-03-12 19:00:00";26;NULL;"0.23";NULL;"42.86";"52.61";NULL
"2018-03-12 20:00:00";26;NULL;"0.27";NULL;"48.21";"37.83";NULL
"2018-03-12 21:00:00";26;NULL;"0.32";NULL;"61.38";"18.36";NULL
"2018-03-12 22:00:00";26;NULL;"0.24";NULL;"54.65";"38.81";NULL
"2018-03-12 23:00:00";26;NULL;"0.22";NULL;"44.13";"41.2";NULL
"2018-03-13 00:00:00";26;NULL;"0.2";NULL;"36.16";"40.9";NULL
"2018-03-13 01:00:00";26;NULL;"0.22";NULL;"36.52";"27.29";NULL
"2018-03-13 02:00:00";26;NULL;"0.23";NULL;"43.07";"14.67";NULL
"2018-03-13 03:00:00";26;NULL;"0.27";NULL;"47.43";"6.13";NULL
"2018-03-13 04:00:00";26;NULL;"0.24";NULL;"43.8";"5.38";NULL
"2018-03-13 05:00:00";26;NULL;"0.3";NULL;"39.29";"5.01";NULL
"2018-03-13 06:00:00";26;NULL;"0.24";NULL;"36.12";"12.05";NULL
"2018-03-13 07:00:00";26;NULL;"0.48";NULL;"44.47";"5.42";NULL
"2018-03-13 08:00:00";26;NULL;"0.43";NULL;"50.55";"6.51";NULL
"2018-03-13 09:00:00";26;NULL;"0.35";NULL;"48.98";"12.28";NULL
"2018-03-13 10:00:00";26;NULL;"0.28";NULL;"45.98";"18.7";NULL
"2018-03-13 11:00:00";26;NULL;"0.22";NULL;"46.11";"37.78";NULL
"2018-03-13 12:00:00";26;NULL;"0.24";NULL;"52.18";"41.26";NULL
"2018-03-13 13:00:00";26;NULL;"0.22";NULL;"53.01";"49.12";NULL
"2018-03-13 14:00:00";26;NULL;"0.25";NULL;"49.82";"54.97";NULL
"2018-03-13 15:00:00";26;NULL;"0.25";NULL;"56.27";"49.89";NULL
"2018-03-13 16:00:00";26;NULL;"0.23";NULL;"56.37";"55.57";NULL
"2018-03-13 17:00:00";26;NULL;"0.25";NULL;"58.2";"49.35";NULL
"2018-03-13 18:00:00";26;NULL;"0.28";NULL;"61.25";"38.4";NULL
"2018-03-13 19:00:00";26;NULL;"0.33";NULL;"65.4";"22.61";NULL
"2018-03-13 20:00:00";26;NULL;"0.38";NULL;"68.38";"10.53";NULL
"2018-03-13 21:00:00";26;NULL;"0.3";NULL;"65.62";"14.28";NULL
"2018-03-13 22:00:00";26;NULL;"0.37";NULL;"65.21";"10.93";NULL
"2018-03-13 23:00:00";26;NULL;"0.24";NULL;"56.7";"10.09";NULL
"2018-03-14 00:00:00";26;NULL;"0.19";NULL;"44.47";"10.42";NULL
"2018-03-14 01:00:00";26;NULL;"0.17";NULL;"37.29";"15.31";NULL
"2018-03-14 02:00:00";26;NULL;"0.15";NULL;"29.98";"21.36";NULL
"2018-03-14 03:00:00";26;NULL;"0.14";NULL;"26.39";"19.73";NULL
"2018-03-14 04:00:00";26;NULL;"0.14";NULL;"24.99";"19.24";NULL
"2018-03-14 05:00:00";26;NULL;"0.17";NULL;"26.99";"12.17";NULL
"2018-03-14 06:00:00";26;NULL;"0.2";NULL;"31.24";"8.63";NULL
"2018-03-14 07:00:00";26;NULL;"0.22";NULL;"34.55";"8.69";NULL
"2018-03-14 08:00:00";26;NULL;"0.3";NULL;"38.7";"9.94";NULL
"2018-03-14 09:00:00";26;NULL;"0.28";NULL;"41.15";"15.56";NULL
"2018-03-14 10:00:00";26;NULL;"0.31";NULL;"51.14";"27.8";NULL
"2018-03-14 11:00:00";26;NULL;"0.23";NULL;"67.65";"34.13";NULL
"2018-03-14 12:00:00";26;NULL;"0.22";NULL;"47.68";"25.16";NULL
"2018-03-14 13:00:00";26;NULL;"0.27";NULL;"42.85";"23.55";NULL
"2018-03-14 14:00:00";26;NULL;"0.26";NULL;"40.22";"29.83";NULL
"2018-03-14 15:00:00";26;NULL;"0.3";NULL;"40.08";"25.85";NULL
"2018-03-14 16:00:00";26;NULL;"0.26";NULL;"42.82";"28.56";NULL
"2018-03-14 17:00:00";26;NULL;"0.32";NULL;"44.45";"28.8";NULL
"2018-03-14 18:00:00";26;NULL;"0.37";NULL;"44.26";"30.25";NULL
"2018-03-14 19:00:00";26;NULL;"0.29";NULL;"45.89";"38.1";NULL
"2018-03-14 20:00:00";26;NULL;"0.25";NULL;"43.83";"37.65";NULL
"2018-03-14 21:00:00";26;NULL;"0.24";NULL;"40.56";"44.17";NULL
"2018-03-14 22:00:00";26;NULL;"0.15";NULL;"24.16";"98.95";NULL
"2018-03-14 23:00:00";26;NULL;"0.16";NULL;"20.84";"91.74";NULL
"2018-03-15 00:00:00";26;NULL;"0.17";NULL;"21.72";"83.25";NULL
"2018-03-15 01:00:00";26;NULL;"0.16";NULL;"26.73";"86.23";NULL
"2018-03-15 02:00:00";26;NULL;"0.15";NULL;"22.37";"81.68";NULL
"2018-03-15 03:00:00";26;NULL;"0.15";NULL;"22.04";"75.18";NULL
"2018-03-15 04:00:00";26;NULL;"0.15";NULL;"22.8";"70.28";NULL
"2018-03-15 05:00:00";26;NULL;"0.18";NULL;"27.69";"56.96";NULL
"2018-03-15 06:00:00";26;NULL;"0.25";NULL;"40.85";"34.83";NULL
"2018-03-15 07:00:00";26;NULL;"0.36";NULL;"56.78";"11.01";NULL
"2018-03-15 08:00:00";26;NULL;"0.41";NULL;"69.05";"14.23";NULL
"2018-03-15 09:00:00";26;NULL;"0.34";NULL;"67.66";"29.21";NULL
"2018-03-15 10:00:00";26;NULL;"0.19";NULL;"57.11";"62.27";NULL
"2018-03-15 11:00:00";26;NULL;"0.14";NULL;"40.44";"91.99";NULL
"2018-03-15 12:00:00";26;NULL;"0.14";NULL;"39.78";"99.23";NULL
"2018-03-15 13:00:00";26;NULL;"0.13";NULL;"45.26";"103.17";NULL
"2018-03-15 14:00:00";26;NULL;"0.14";NULL;"38.78";"100.29";NULL
"2018-03-15 15:00:00";26;NULL;"0.13";NULL;"35.17";"96.81";NULL
"2018-03-15 16:00:00";26;NULL;"0.15";NULL;"36.69";"89.11";NULL
"2018-03-15 17:00:00";26;NULL;"0.16";NULL;"35.32";"88.13";NULL
"2018-03-15 18:00:00";26;NULL;"0.16";NULL;"30.65";"87.97";NULL
"2018-03-15 19:00:00";26;NULL;"0.19";NULL;"33.6";"72.66";NULL
"2018-03-15 20:00:00";26;NULL;"0.2";NULL;"45.26";"60.13";NULL
"2018-03-15 21:00:00";26;NULL;"0.19";NULL;"38.99";"72.97";NULL
"2018-03-15 22:00:00";26;NULL;"0.23";NULL;"41.19";"54.18";NULL
"2018-03-15 23:00:00";26;NULL;"0.25";NULL;"54.85";"34.87";NULL
"2018-03-16 00:00:00";26;NULL;"0.29";NULL;"62.05";"11.04";NULL
"2018-03-16 01:00:00";26;NULL;"0.25";NULL;"58.65";"23.03";NULL
"2018-03-16 02:00:00";26;NULL;"0.22";NULL;"51.37";"26.13";NULL
"2018-03-16 03:00:00";26;NULL;"0.17";NULL;"36.39";"45.99";NULL
"2018-03-16 04:00:00";26;NULL;"0.23";NULL;"43.41";"10.8";NULL
"2018-03-16 05:00:00";26;NULL;"0.17";NULL;"39.56";"62.71";NULL
"2018-03-16 06:00:00";26;NULL;"0.18";NULL;"32.72";"54.45";NULL
"2018-03-16 07:00:00";26;NULL;"0.17";NULL;"38.91";"52.75";NULL
"2018-03-16 08:00:00";26;NULL;"0.21";NULL;"45.37";"48.04";NULL
"2018-03-16 09:00:00";26;NULL;"0.2";NULL;"55.93";"53.09";NULL
"2018-03-16 10:00:00";26;NULL;"0.19";NULL;"40.27";"62.94";NULL
"2018-03-16 11:00:00";26;NULL;"0.17";NULL;"36.69";"68.68";NULL
"2018-03-16 12:00:00";26;NULL;"0.21";NULL;"36.78";"79.7";NULL
"2018-03-16 13:00:00";26;NULL;"0.19";NULL;"30.28";"87.93";NULL
"2018-03-16 14:00:00";26;NULL;"0.22";NULL;"30.51";"84.55";NULL
"2018-03-16 15:00:00";26;NULL;"0.18";NULL;"32.67";"88.1";NULL
"2018-03-16 16:00:00";26;NULL;"0.18";NULL;"23.18";"90.16";NULL
"2018-03-16 17:00:00";26;NULL;"0.17";NULL;"21.66";"88.87";NULL
"2018-03-16 18:00:00";26;NULL;"0.19";NULL;"25.6";"81.81";NULL
"2018-03-16 19:00:00";26;NULL;"0.2";NULL;"28.69";"75.24";NULL
"2018-03-16 20:00:00";26;NULL;"0.2";NULL;"30.45";"65.79";NULL
"2018-03-16 21:00:00";26;NULL;"0.27";NULL;"46.74";"43.91";NULL
"2018-03-16 22:00:00";26;NULL;"0.23";NULL;"45.4";"58.3";NULL
"2018-03-16 23:00:00";26;NULL;"0.22";NULL;"35.46";"63.08";NULL
"2018-03-17 00:00:00";26;NULL;"0.19";NULL;"28.86";"68.8";NULL
"2018-03-17 01:00:00";26;NULL;"0.17";NULL;"20.67";"75.17";NULL
"2018-03-17 02:00:00";26;NULL;"0.17";NULL;"20.39";"67.47";NULL
"2018-03-17 03:00:00";26;NULL;"0.21";NULL;"29.26";"44.37";NULL
"2018-03-17 04:00:00";26;NULL;"0.2";NULL;"44.41";"41.3";NULL
"2018-03-17 05:00:00";26;NULL;"0.2";NULL;"38.22";"28.76";NULL
"2018-03-17 06:00:00";26;NULL;"0.3";NULL;"50.86";"14.9";NULL
"2018-03-17 07:00:00";26;NULL;"0.3";NULL;"50.59";"13.98";NULL
"2018-03-17 08:00:00";26;NULL;"0.21";NULL;"48.45";"54.75";NULL
"2018-03-17 09:00:00";26;NULL;"0.36";NULL;"53.3";"44.28";NULL
"2018-03-17 10:00:00";26;NULL;"0.27";NULL;"54.9";"40.49";NULL
"2018-03-17 11:00:00";26;NULL;"0.28";NULL;"56.48";"39.44";NULL
"2018-03-17 12:00:00";26;NULL;"0.27";NULL;"58.5";"48.2";NULL
"2018-03-17 13:00:00";26;NULL;"0.31";NULL;"57.16";"44.15";NULL
"2018-03-17 14:00:00";26;NULL;"0.28";NULL;"52.22";"54.09";NULL
"2018-03-17 15:00:00";26;NULL;"0.24";NULL;"42.45";"62.34";NULL
"2018-03-17 16:00:00";26;NULL;"0.2";NULL;"29.61";"68.2";NULL
